Name,Political party,href,True,Mostly True,Half True,Mostly False,False,Pants on Fire
Bill de Blasio,Democrat,https://www.politifact.com/personalities/bill-de-blasio/,1,1,2,2,0,0
Rodman Debra,Democrat,https://www.politifact.com/personalities/rodman-debra/,0,0,0,0,1,0
BettyLou DeCroce,Republican,https://www.politifact.com/personalities/bettylou-decroce/,0,0,1,0,0,0
Creigh Deeds,Democrat,https://www.politifact.com/personalities/creigh-deeds/,0,1,0,0,0,0
 Deepwater Wind,None,https://www.politifact.com/personalities/deepwater-wind/,1,0,0,0,0,0
Brian Deese,Democrat,https://www.politifact.com/personalities/brian-deese/,0,0,1,0,0,0
Peter DeFazio,Democrat,https://www.politifact.com/personalities/peter-defazio/,1,2,1,1,1,0
Joe DeFelice,Republican,https://www.politifact.com/personalities/joe-defelice/,0,0,1,1,0,0
 Defend Arizona,None,https://www.politifact.com/personalities/defend-arizona/,0,0,0,1,0,0
 Defenders of Wildlife Action Fund,None,https://www.politifact.com/personalities/defenders-wildlife-action-fund-defenders-wildlife-/,2,0,0,0,0,0
 Defending Main Street,Republican,https://www.politifact.com/personalities/defending-main-street/,0,0,0,1,1,0
Children's Defense Fund-Texas,None,https://www.politifact.com/personalities/childrens-defense-fund-texas/,0,0,0,1,0,0
 defense-usa,None,https://www.politifact.com/personalities/defense-usa/,0,0,0,0,0,1
 defense-usa.site,None,https://www.politifact.com/personalities/defense-usasite/,0,0,0,0,0,1
Woody Degan,Republican,https://www.politifact.com/personalities/woody-degan/,0,0,0,0,0,1
Diana DeGette,Democrat,https://www.politifact.com/personalities/diana-degette/,0,1,1,0,0,0
Kai Degner,Democrat,https://www.politifact.com/personalities/kai-degner/,0,0,0,0,1,0
Aaron DeGroot,Republican,https://www.politifact.com/personalities/aaron-degroot/,0,0,1,0,0,0
Deidre DeJear,Democrat,https://www.politifact.com/personalities/deidre-dejear/,0,0,0,1,0,0
 DeKalb County,None,https://www.politifact.com/personalities/dekalb-county/,0,1,0,1,0,0
Efrain De La Fuente,Democrat,https://www.politifact.com/personalities/efrain-de-la-fuente/,0,0,1,0,0,0
John Delaney,Democrat,https://www.politifact.com/personalities/john-delaney/,0,1,0,0,2,0
Rosa DeLauro,Democrat,https://www.politifact.com/personalities/rosa-delauro/,1,0,0,0,0,0
 Delaware Health and Social Services,None,https://www.politifact.com/personalities/delaware-health-and-social-services/,0,0,1,0,0,0
Tom DeLay,Republican,https://www.politifact.com/personalities/tom-delay/,0,1,1,1,0,1
Kevin de León,Democrat,https://www.politifact.com/personalities/kevin-de-leon/,0,4,0,0,0,0
Antonio Delgado,Democrat,https://www.politifact.com/personalities/antonio-delgado/,0,0,0,1,0,0
Jack Del Rio,None,https://www.politifact.com/personalities/jack-del-rio/,0,0,0,0,1,0
 delta-flying.info,None,https://www.politifact.com/personalities/delta-flyinginfo/,0,0,0,0,0,1
Samuel DeMaio,None,https://www.politifact.com/personalities/samuel-demaio/,0,0,0,0,1,0
Val Demings,Democrat,https://www.politifact.com/personalities/val-demings/,0,2,0,1,1,0
Jim DeMint,Republican,https://www.politifact.com/personalities/jim-demint/,2,0,0,4,4,1
 Democracy for America,Organization,https://www.politifact.com/personalities/democracy-america/,0,0,0,0,0,0
 Democratic candidates for Wisconsin governor,Democrat,https://www.politifact.com/personalities/democratic-candidates-wisconsin-governor/,0,0,0,0,0,0
 Democratic Congressional Campaign Committee,Democrat,https://www.politifact.com/personalities/democratic-congressional-campaign-committee/,1,1,8,1,8,9
 Democratic Congressional Campaign Committee Logo ,Democrat,https://www.politifact.com/personalities/democratic-congressional-campaign-committee-logo/,0,0,0,0,0,0
 Democratic congressional leadership,Democrat,https://www.politifact.com/personalities/democratic-congressional-leadership/,0,0,0,0,1,0
 Democratic Governors Association,Democrat,https://www.politifact.com/personalities/democratic-governors-association/,1,0,1,1,0,2
" Democratic Hispanic Caucus, Miami-Dade Chapter",Democrat,https://www.politifact.com/personalities/democratic-hispanic-caucus-florida-miami-dade-coun/,0,0,0,1,0,0
 DemocraticMoms.com,None,https://www.politifact.com/personalities/democraticmomscom/,0,0,0,0,0,1
 Democratic National Committee,Democrat,https://www.politifact.com/personalities/democratic-national-committee/,7,8,1,9,2,0
Nevada State Democratic Party,Democrat,https://www.politifact.com/personalities/nevada-state-democratic-party/,0,0,0,0,1,0
Maine Democratic Party,Organization,https://www.politifact.com/personalities/maine-democratic-party/,0,0,1,1,0,0
Arizona Democratic Party,Democrat,https://www.politifact.com/personalities/arizona-democratic-party/,0,0,1,1,0,0
 Democratic Party of Georgia,Democrat,https://www.politifact.com/personalities/democratic-party-georgia-georgia/,0,0,1,1,1,0
 Democratic Party of Oregon,Democrat,https://www.politifact.com/personalities/democratic-party-oregon/,0,0,2,1,1,0
 Democratic Party of Virginia,Democrat,https://www.politifact.com/personalities/democratic-party-virginia/,0,3,1,2,2,0
 Democratic Party of Wisconsin,Democrat,https://www.politifact.com/personalities/state-democratic-party-wisconsin/,3,3,2,1,7,7
 Democratic Senatorial Campaign Committee,Democrat,https://www.politifact.com/personalities/democratic-senatorial-campaign-committee/,1,2,4,2,3,0
 Democratic Underground,Activist,https://www.politifact.com/personalities/democratic-underground/,0,0,0,1,0,0
Winning Democrats,Democrat,https://www.politifact.com/personalities/winning-democrats/,0,0,0,0,1,0
 Democrats,Democrat,https://www.politifact.com/personalities/democrats/,0,0,0,0,0,0
Justice Democrats,Democrat,https://www.politifact.com/personalities/justice-democrats/,0,0,1,0,0,0
 Democrats Rising,Democrat,https://www.politifact.com/personalities/democrats-rising/,0,0,0,1,0,0
Michael Denbrow,Democrat,https://www.politifact.com/personalities/michael-denbrow/,0,0,0,1,0,0
Jeff Denham,Republican,https://www.politifact.com/personalities/jeff-denham/,0,0,1,0,1,0
Diane Denish, Democrat,https://www.politifact.com/personalities/diane-denish/,0,0,0,0,0,0
Elizabeth Dennigan,Democrat,https://www.politifact.com/personalities/elizabeth-dennigan/,0,1,0,0,0,0
John Dennis,Republican,https://www.politifact.com/personalities/john-dennis/,1,0,0,0,0,0
Nancy Denuccio,Newsmaker,https://www.politifact.com/personalities/nancy-devaney/,0,1,0,0,1,0
Nancy-Ann DeParle,Democrat,https://www.politifact.com/personalities/nancy-ann-deparle/,1,0,0,0,0,0
Eugene DePasquale,Democrat,https://www.politifact.com/personalities/eugene-depasquale/,0,1,0,0,0,0
John DePetro,Talk show host,https://www.politifact.com/personalities/john-depetro/,0,0,0,0,3,3
Lynne Derbyshire,Newsmaker,https://www.politifact.com/personalities/lynn-derbyshire/,0,1,0,0,0,0
Ron Dermer,None,https://www.politifact.com/personalities/ron-dermer/,0,0,0,2,0,0
Mike Derrick,Democrat,https://www.politifact.com/personalities/mike-derrick/,0,0,0,0,0,0
Alan Dershowitz,None,https://www.politifact.com/personalities/alan-dershowitz/,0,0,0,0,0,0
Ron DeSantis,Republican,https://www.politifact.com/personalities/ron-desantis/,1,7,7,1,9,1
"Joseph ""Joe"" Deshotel",Democrat,https://www.politifact.com/personalities/joseph-joe-deshotel/,0,0,0,0,1,0
Stephanie DeSilva,Democrat,https://www.politifact.com/personalities/stephanie-desilva/,0,0,1,0,0,0
Scott DesJarlais,Republican,https://www.politifact.com/personalities/scott-desjarlais/,0,1,0,1,0,0
Ken Detzner,Republican,https://www.politifact.com/personalities/ken-detzner/,0,1,0,0,1,0
Robert Deuell,Republican,https://www.politifact.com/personalities/robert-deuell/,0,1,0,0,0,0
Ted Deutch,Democrat,https://www.politifact.com/personalities/ted-deutch/,1,0,0,1,0,0
Donny Deutsch,None,https://www.politifact.com/personalities/donny-deutsch/,0,0,1,0,0,0
Chris Devaney,Republican,https://www.politifact.com/personalities/chris-devaney/,0,0,1,0,0,0
William Devereaux,None,https://www.politifact.com/personalities/william-devereaux/,1,0,0,0,0,0
Richard Devlin,Democrat,https://www.politifact.com/personalities/richard-devlin/,0,0,0,0,0,0
Suzanne Devlin,None,https://www.politifact.com/personalities/suzanne-devlin/,0,1,0,0,0,0
Betsy DeVos,Republican,https://www.politifact.com/personalities/betsy-devos/,0,0,0,0,1,0
David Dewhurst,Republican,https://www.politifact.com/personalities/david-dewhurst/,4,5,1,8,8,5
Mike DeWine,Republican,https://www.politifact.com/personalities/mike-dewine/,2,1,5,4,1,0
Kevin DeWine,Republican,https://www.politifact.com/personalities/kevin-dewine/,1,1,0,1,0,0
Jeff DeWit,Republican,https://www.politifact.com/personalities/jeff-dewit/,0,0,0,0,1,0
 Diamond and Silk,None,https://www.politifact.com/personalities/diamond-and-silk/,0,1,1,0,2,0
Jose Diaz-Balart,None,https://www.politifact.com/personalities/jose-diaz-balart/,1,0,1,0,0,0
Mario Diaz-Balart,Republican,https://www.politifact.com/personalities/mario-diaz-balart/,1,1,0,0,1,0
Miguel Diaz de la Portilla,Republican,https://www.politifact.com/personalities/miguel-diaz-de-la-portilla/,0,0,0,0,1,0
Jeff Dickerson,None,https://www.politifact.com/personalities/jeff-dickerson/,0,0,1,0,0,0
Sheri Dillon,None,https://www.politifact.com/personalities/sheri-dillon/,0,0,1,0,0,0
Marina Dimitrijevic,Democrat,https://www.politifact.com/personalities/marina-dimitrijevic/,0,0,2,1,1,0
Robert DiMuccio,Newsmaker,https://www.politifact.com/personalities/robert-dimuccio/,1,0,0,0,0,0
Jackie Dingfelder,Democrat,https://www.politifact.com/personalities/jackie-dingfelder/,1,0,0,0,0,0
David DiPietro,Republican,https://www.politifact.com/personalities/david-dipietro/,0,0,0,0,1,0
 Direct Action for Rights & Equality,Organization,https://www.politifact.com/personalities/direct-action-rights-equality/,0,0,0,0,0,1
 Distilled Spirits Council of the United States,Organization,https://www.politifact.com/personalities/distilled-spirits-council-united-states/,0,1,0,0,0,0
Barbara Dittrich,Republican,https://www.politifact.com/personalities/barbara-dittrich/,1,0,0,0,0,0
USF Divest,Organization,https://www.politifact.com/personalities/usf-divest/,0,1,0,0,0,0
Lou Dobbs,None,https://www.politifact.com/personalities/lou-dobbs/,0,2,0,1,2,1
James Dobson,Republican,https://www.politifact.com/personalities/james-dobson/,1,1,0,0,0,0
Paula Dockery,Republican,https://www.politifact.com/personalities/paula-dockery/,0,0,0,1,1,0
 Doctors for a Healthy Georgia,None,https://www.politifact.com/personalities/doctors-healthy-georgia/,0,0,1,0,0,0
Chris Dodd,Democrat,https://www.politifact.com/personalities/chris-dodd/,2,3,3,0,0,0
Steve Doell,Newsmaker,https://www.politifact.com/personalities/steve-doell/,1,1,0,0,0,0
Snoop Dogg,None,https://www.politifact.com/personalities/snoop-dogg/,0,0,0,0,1,0
Lloyd Doggett,Democrat,https://www.politifact.com/personalities/lloyd-doggett/,5,8,4,2,0,0
Brendan Doherty,Republican,https://www.politifact.com/personalities/brendan-doherty/,3,1,1,1,2,0
Michael Doherty,Republican,https://www.politifact.com/personalities/michael-doherty/,2,1,1,1,3,0
Timothy Dolan,None,https://www.politifact.com/personalities/timothy-dolan/,1,0,0,0,0,0
Matt Dolan,Republican,https://www.politifact.com/personalities/matt-dolan/,0,0,0,0,0,0
Bob Dold,Republican,https://www.politifact.com/personalities/bob-dold/,0,0,0,0,0,0
Robert Dold,Republican,https://www.politifact.com/personalities/robert-dold/,0,0,0,0,1,0
Creflo Dollar,None,https://www.politifact.com/personalities/creflo-dollar/,0,0,0,0,0,0
Joe Donald,None,https://www.politifact.com/personalities/joe-donald/,0,1,0,0,0,0
Joe Donnelly,Democrat,https://www.politifact.com/personalities/joe-donnelly/,0,3,0,1,0,0
Bob Donovan,None,https://www.politifact.com/personalities/bob-donovan/,2,2,0,0,0,1
Chuck Donovan,Libertarian,https://www.politifact.com/personalities/chuck-donovan/,0,0,1,0,0,0
TJ Donovan,Democrat,https://www.politifact.com/personalities/tj-donovan/,0,0,0,1,0,0
Shaun Donovan,Democrat,https://www.politifact.com/personalities/shaun-donovan/,0,1,1,0,0,0
 Don't Let Florida Go To Pot,Organization,https://www.politifact.com/personalities/dont-let-florida-go-pot/,0,1,2,0,0,0
Steve Doocy,Journalist,https://www.politifact.com/personalities/steve-doocy/,0,0,0,0,2,1
David Dooley,State official,https://www.politifact.com/personalities/david-dooley/,1,0,0,0,0,0
Debbie Dooley,Tea Party member,https://www.politifact.com/personalities/debbie-dooley/,0,1,1,0,1,0
 Doonesbury,None,https://www.politifact.com/personalities/doonesbury/,0,4,2,0,0,0
Chris Dorworth,Republican,https://www.politifact.com/personalities/chris-dorworth/,0,0,1,0,0,0
Michael Dougherty,Journalist,https://www.politifact.com/personalities/michael-dougherty/,1,0,0,0,0,0
Paul Doughty,Labor leader,https://www.politifact.com/personalities/paul-doughty/,1,1,0,0,0,0
Diane Douglas,None,https://www.politifact.com/personalities/diane-douglas/,0,1,0,0,0,0
Ross Douthat,None,https://www.politifact.com/personalities/ross-douthat/,1,0,0,0,0,0
Mike Dovilla,Republican,https://www.politifact.com/personalities/mike-dovilla/,1,0,1,0,1,0
Matthew Dowd,None,https://www.politifact.com/personalities/matthew-dowd/,1,4,3,0,1,0
Maureen Dowd,None,https://www.politifact.com/personalities/maureen-dowd/,1,0,0,0,0,0
Kevin Downing,None,https://www.politifact.com/personalities/kevin-downing/,0,0,0,0,0,1
Ryan Downton,Republican,https://www.politifact.com/personalities/ryan-downton/,0,0,1,0,0,0
Ed Doyle,Activist,https://www.politifact.com/personalities/ed-doyle/,0,0,0,1,0,0
Patti Doyle,Organization,https://www.politifact.com/personalities/patti-doyle/,0,1,0,0,0,0
Jim Doyle,Democrat,https://www.politifact.com/personalities/jim-doyle/,0,1,1,1,1,0
Kelley Dragoo,Green Party,https://www.politifact.com/personalities/kelley-dragoo/,0,0,0,1,0,0
Christine Drazan,Republican,https://www.politifact.com/personalities/christine-drazan/,0,1,0,0,0,0
 Dream Defenders,None,https://www.politifact.com/personalities/dream-defenders/,0,0,1,0,0,0
Mark Drewniak,Republican,https://www.politifact.com/personalities/mark-drewniak/,1,0,0,0,0,0
John Driscoll,Republican,https://www.politifact.com/personalities/john-driscoll/,0,0,0,1,0,0
Protect Oregon Driver Licenses,Organization,https://www.politifact.com/personalities/protect-oregon-driver-licenses/,0,0,0,1,0,0
 Drudge Report,None,https://www.politifact.com/personalities/drudge-report/,0,0,0,0,0,2
 Drug Free America,None,https://www.politifact.com/personalities/drug-free-america/,0,0,0,1,0,0
 Drug Policy Alliance,None,https://www.politifact.com/personalities/drug-policy-alliance/,0,0,0,1,0,0
 Drunk History,None,https://www.politifact.com/personalities/drunk-history/,0,0,0,1,0,0
Dinesh D'Souza,None,https://www.politifact.com/personalities/dinesh-dsouza/,0,0,0,1,2,1
Doug Ducey,Republican,https://www.politifact.com/personalities/doug-ducey/,0,0,1,0,0,0
Tammy Duckworth,Democrat,https://www.politifact.com/personalities/tammy-duckworth/,1,1,0,3,1,0
Mike Dudgeon,Republican,https://www.politifact.com/personalities/mike-dudgeon/,1,0,0,0,0,0
Chris Dudley,Republican,https://www.politifact.com/personalities/chris-dudley/,0,1,1,0,0,1
 Duffel Blog,None,https://www.politifact.com/personalities/duffel-blog/,0,0,0,0,0,1
Sean Duffy,Republican,https://www.politifact.com/personalities/sean-duffy/,0,2,8,6,3,3
Robert Duffy,Democrat,https://www.politifact.com/personalities/bob-duffy/,0,1,0,0,0,0
Mike Duggan,Democrat,https://www.politifact.com/personalities/mike-duggan/,0,0,1,0,0,0
Dawnna Dukes,Democrat,https://www.politifact.com/personalities/dawnna-dukes/,0,0,0,0,0,0
Arne Duncan,Democrat,https://www.politifact.com/personalities/arne-duncan/,0,2,1,1,2,0
John Duncan,Republican,https://www.politifact.com/personalities/john-duncan/,0,0,0,1,1,0
Jeff Duncan,Republican,https://www.politifact.com/personalities/jeff-duncan/,0,0,0,0,1,0
Siobhan Dunnavant,Republican,https://www.politifact.com/personalities/siobhan-dunnavant/,0,0,0,0,1,0
Richard Durbin,Democrat,https://www.politifact.com/personalities/richard-durbin/,3,4,4,0,4,1
James Durkan,Republican,https://www.politifact.com/personalities/james-durkan/,0,1,0,0,0,0
Jim Durkin,Republican,https://www.politifact.com/personalities/jim-durkin/,0,0,0,1,0,0
Jim Durrett,None,https://www.politifact.com/personalities/jim-durrett/,0,0,1,0,0,0
Jana Duty,Republican,https://www.politifact.com/personalities/jana-duty/,0,0,0,1,0,0
 Duty and Honor,Democrat,https://www.politifact.com/personalities/duty-and-honor/,0,0,1,0,0,0
Barry DuVal,Organization,https://www.politifact.com/personalities/barry-duval/,0,1,0,0,0,0
Andy Duyck,None,https://www.politifact.com/personalities/andy-duyck/,0,1,0,0,0,0
Michael Eric Dyson,None,https://www.politifact.com/personalities/michael-eric-dyson/,0,0,1,1,0,0
Dane Eagle,Republican,https://www.politifact.com/personalities/dane-eagle/,0,0,0,0,1,0
Ainsley Earhardt,None,https://www.politifact.com/personalities/ainsley-earhardt/,0,0,0,0,2,0
Ronnie Earle,Democrat,https://www.politifact.com/personalities/ronnie-earle/,0,1,0,0,0,0
Winsome Earle-Sears,Republican,https://www.politifact.com/personalities/winsome-sears/,0,0,0,1,2,0
Josh Earnest,Democrat,https://www.politifact.com/personalities/josh-earnest/,1,0,0,0,0,0
Dale Earnhardt Jr.,None,https://www.politifact.com/personalities/dale-earnhardt-jr/,1,0,0,0,0,0
Brian D. Earp,None,https://www.politifact.com/personalities/brian-d-earp/,0,0,0,0,0,0
Michael Easley Jr.,Democrat,https://www.politifact.com/personalities/michael-easley-jr/,0,1,0,0,0,0
